Person,Org,Role,Sub-Role,Book Title,Book Author,Book OL id,Book catalog slug,Source Type,Source Title,Source Link,Content,Date
Laura Braude,,Early Reader,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Kate Fox-Amato,,Early Reader,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Alice McCrum,,Early Reader,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Vanessa Agard-Jones,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Daniela Bleichmar,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Audrey Chapuis,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
JP Daughton,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Dan Edelstein,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Matt Fox-Amato,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Karen Halttunen,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Deb Harkness,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Bertrand Hogg,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Chris Friedrichs,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Pico Iyer,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Dominique Kalifa,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Linda Lichter,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Julie Martin,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Patricia Mendjisky,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Francis Naumann,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Mark Roefler,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Lucy Sante ,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Vanessa Schwartz ,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Jerrold Seigel,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Ken Silver ,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Amanda Silverman,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Zack Silverman,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Nancy Troy,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Artur Winiarski,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Tobias Wolf,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Ayelet,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Daylan,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Eleanor,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Jeremy,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Jon,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Poppy,,,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Billy Kluver,,Source / Inspiration?,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Julie Martin,,Source / Inspiration?,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Neil Baldwin,,Source / Inspiration?,,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,Acknowledgements,,,,
Joanna Scutts,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,More Than a Muse,https://www.nytimes.com/2022/08/09/books/review/kiki-de-montparnasse-man-ray-mark-braude.html,,8/9/2022
Hamilton Cain,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,‘Kiki Man Ray’ Review: Muse of Montparnasse - WSJ,https://www.wsj.com/articles/kiki-man-ray-book-review-muse-of-montparnasse-11658414057?mod=books_arts_lead_pos4,"Exquisitely crafted… Sharp and succinct, Mr. Braude’s three pages on “Le Violon d’Ingres” alone are worth the price of the hardcover, but the book’s muse is the real draw… KIKI MAN RAY rescues its protagonist from the dustbin of history and advocates eloquently for the vitality and importance of the world she helped to forge.",7/22/22
Cat Auer,,Selector,List,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,"10 books you should read in August, including Michael Mann's Heat 2 and T.J. English's Dangerous Rhythms",https://www.avclub.com/best-books-of-august-2022-preview-1849339158/slides/8,"If the only ‘Kiki de Montparnasse’ you are aware of is a lingerie brand, please check out this top-notch, highly readable nonfiction from cultural historian Mark Braude right now. There was a real Kiki, and she’s worth knowing. ",N/A
Roger Lewis,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Kiki Man Ray by Mark Braude review — the rise and fall of a Jazz Age star,https://www.thetimes.co.uk/article/kiki-man-ray-by-mark-braude-review-the-rise-and-fall-of-a-jazz-age-star-w6dbq92g3,A lively study of [Kiki de Montparnasse] who exemplified [a] cocktail of high spirits and a heedless self-destruction.,7/30/22
Janet Somerville,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,"Iconic Kiki, muse of Man Ray, and her role in the birth of modern art in 1920s Paris focus of new biography",https://www.thestar.com/entertainment/books/iconic-kiki-muse-of-man-ray-and-her-role-in-the-birth-of-modern-art/article_79c5505d-4f17-5515-a6f2-aab86dd88b1d.html,"An irresistible romp through 1920s Paris…with vibrant prose as beguiling as Kiki herself… Braude’s exuberant, absorbing biography stands Kiki at the “white-hot center” of 1920s Montparnasse, reclaiming her rightful place.",8/4/22
Charles Finch,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,A country girl in the City of Lights - The Boston Globe,https://www.bostonglobe.com/2022/08/04/arts/country-girl-city-lights/,"Absorbing and insightful… [Braude] has written a biography worthy of [Kiki], alive with anecdote and incident… You just become so glad to know her – at least, I did, after having thought of her, stupidly, as an adjunct to other artists…She was a marvel.",8/4/22
Michael Bird,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,The wild life of Kiki de Montparnasse,https://www.telegraph.co.uk/art/artists/wild-life-kiki-de-montparnasse/,"[Makes] the case…that [Kiki] was far more than Man Ray’s party-girl companion – that it was, in fact, her vitality, her connectedness in artistic networks, and her intuitive understanding of his creative process that hoisted Man Ray on to the highway to fame",8/7/22
Joanna Scutts,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Book Review: “Kiki Man Ray” by Mark Braude - The New York Times,https://www.nytimes.com/2022/08/09/books/review/kiki-de-montparnasse-man-ray-mark-braude.html,"Braude’s exuberantly entertaining biography sets out to rebalance the much-told story of Left Bank Paris, in which Kiki — model, memoirist and muse — is usually cast as a bit player. He brings that milieu to life in all its grit and energy — but also the larger sociopolitical pressures that myopic mythmaking leaves out.",8/9/22
Artemis Cooper,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,How Alice Prin conquered bohemian Paris | The Spectator,https://spectator.co.uk/article/how-alice-prin-conquered-bohemian-paris/,[Immerses] the reader in a world where everyone was pushing their creativity in unimaginable directions…a vivid evocation of Kiki the performer.,8/13/22
Ann Levin,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Review: Man Ray muse Kiki de Montparnasse takes center stage | AP Newsfd084cf5e75cb30c,https://apnews.com/article/entertainment-reviews-france-5913ae9261f0fd14fd084cf5e75cb30c,,8/15/22
Max Carter,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,The Roaring 20s' Jewel,https://airmail.news/issues/2022-8-20/the-roaring-20s-jewel,,8/20/22
Simeon House,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,https://www.mailplus.co.uk/edition/books/214246/dangerous-liaison-that-lit-up-the-roaring-twenties,https://www.mailplus.co.uk/edition/books/214246/dangerous-liaison-that-lit-up-the-roaring-twenties,"In Braude’s snappy prose, [Kiki and Man Ray’s] dangerous romance plays out like a Netflix series. Familiar territory is given a dynamic reframing as the action cuts from makeshift studios to seedy hotel rooms to prison cells, like a whistle-stop sequence of drone shots.",8/21/22
Seija Rankin,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,What to Read Right Now: Timely Books With Hollywood Appeal,https://www.hollywoodreporter.com/lifestyle/arts/books-hollywood-insiders-dolly-alderton-michael-k-williams-1235201866/,"Kiki de Montparnasse, born Alice Prin and muse to Man Ray, finally gets her literary due in this, the very first biography to center her story — it’s filled with tales of artistry (and partying) in the Roaring ’20s of postwar Paris.",8/22/22
Lynne Lancaster,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,KIKI MAN RAY : AN EXTRAORDINARY LIFE Review - sydneyartsguide.com.au,https://sydneyartsguide.com.au/kiki-man-ray-an-extraordinary-life/,,9/8/22
Justin Tyler Clark,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,The Muse as Creator: On Mark Braude’s “Kiki Man Ray” | Los Angeles Review of Books,https://lareviewofbooks.org/article/the-muse-as-creator-on-mark-braudes-kiki-man-ray/,"Compelling…[Braude] write[s] with a lyrical touch rare among biographers….Rather than discard the figure of the muse, Braude’s biography points to the possibility of collectivizing it.",9/20/22
J Simpson,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Kiki Man Ray: by Mark Braude - Spectrum Culture,https://spectrumculture.com/2022/10/04/kiki-man-ray-by-mark-braude-review/,,10/4/22
Steven Carroll,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Masterful mystery books to keep you guessing ... if you dare,https://amp.smh.com.au/culture/books/masterful-mystery-books-to-keep-you-guessing-if-you-dare-20220928-p5bllv.html,,10/7/22
Cameron Woodhead,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Masterful mystery books to keep you guessing ... if you dare,https://amp.smh.com.au/culture/books/masterful-mystery-books-to-keep-you-guessing-if-you-dare-20220928-p5bllv.html,,10/7/22
Sarah Cascone,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,More Than a Muse: A New Biography Casts Kiki de Montparnasse as a Leader in the Heady Art Swirl of 1920s Paris,https://news.artnet.com/art-world/kiki-de-montparnasse-man-ray-biography-2238009,"The incredible life story of Kiki de Montparnasse is so unlikely, it almost reads like fiction.",1/5/23
Elza Adamowicz,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Kiki Man Ray by Mark Braude | Book review | The TLS,https://www.the-tls.co.uk/articles/kiki-man-ray-mark-braude-book-review-elza-adamowicz/,,1/27/23
Juliet Rieden,,Selector,List,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,"What to read in March: The Favour by Nicci French, Solito by Javier Zamora and more great reads",https://www.nowtolove.com.au/entertainment/books/what-to-read-march-2023-76843/,,2/28/23
Phillip Adams,,Interviewer,Interview,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Kiki of Montparnasse - the original influencer - ABC listen,https://www.abc.net.au/listen/programs/latenightlive/kiki-of-montparnasse/102511720,,6/22/23
Virginie Ems-Bléneau,,Commentator,Review,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,"Project MUSE - Kiki Man Ray: Art, Love and Rivalry in 1920s Paris by Mark Braude (review)",https://muse.jhu.edu/pub/1/article/911387,,10/1/23
Juliet Hale,,Selector,List,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Honor the unsung women of history with your book club,https://www.bookpage.com/features/honor-the-unsung-women-of-history-with-your-book-club/,,12/1/23
Heather Clark,,Recommender,Blurb,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Reviews & Endorsements,https://wwnorton.com/books/9781324006015/about-the-book/reviews,"Kiki de Montparnasse was more than a muse—she was a vivacious, independent woman whose talent and magnetism helped make Paris the center of the art world in the 1920s. In Mark Braude’s riveting cultural history, the Queen of Montparnasse rises again. This is a lively and compassionate tribute to the chanteuse, model, and portraitist who held center stage in her life, and who inspired some of the finest surrealist art of the twentieth century.",
Jim Jarmusch,,Recommender,Blurb,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Reviews & Endorsements,https://wwnorton.com/books/9781324006015/about-the-book/reviews,"Finally a detailed and entertaining account of Alice Prin, a/k/a Kiki de Montparnasse, and her artistic and romantic relationship with Man Ray. Best known as a popular (and usually nude) artists’ model, Kiki was a singer and performer, a painter, writer, and the central female instigator for the avant-garde demi-monde of Paris in the 1920s. Mark Braude’s writing and subject make this book irresistible, as was Kiki herself.",
Tilar J. Mazzeo,,Recommender,Blurb,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Reviews & Endorsements,https://wwnorton.com/books/9781324006015/about-the-book/reviews,"Paris in the 1920s: Picasso captured it in paint, Joyce in words, Chanel in a scent. Man Ray captured the city in his photographs, especially in his photographs of a singular muse: Kiki de Montparnasse, a hostess, a celebrity, a cabaret performer, a woman whose bawdy, heart-felt songs were the pulse of Paris. In Kiki Man Ray, Mark Braude turns the tables–and the lens–and gives us a unique portrait: Man Ray from the perspective of that celebrated muse and her ephemeral art of performance.",
Alexander Nemerov,,Recommender,Blurb,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Reviews & Endorsements,https://wwnorton.com/books/9781324006015/about-the-book/reviews,"Kiki de Montparnasse—model, muse, artist—is the sole realist in a room of surrealists. Unafraid of contradiction, she lived the fast life in the stillness of a pose, the intimacy of a public dream. Beautifully written, with a light touch and wise eye, Mark Braude’s book arranges the elements of Kiki’s life, letting radiant patterns emerge.",
Whitney Scharer,,Recommender,Blurb,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Reviews & Endorsements,https://wwnorton.com/books/9781324006015/about-the-book/reviews,"A delightful, marvelously readable, meticulously-researched romp of a book, Kiki Man Ray brings to life not just the kaleidoscopically talented Kiki herself, but the endlessly fascinating Montparnasse milieu over which she reigned.",
Carolyn Burke,,Recommender,Blurb,Kiki Man Ray,Mark Braude,OL25338027W,https://catalog.fyi/books/kiki-man-ray-mark-braude,,Reviews & Endorsements,https://wwnorton.com/books/9781324006015/about-the-book/reviews,"Kiki Man Ray is a thoroughly researched and gracefully written life of the (until now) underestimated model, performer, painter, actress, and influencer known as Kiki de Montparnasse.  Mark Braude’s biography brings her out of the wings and sets her firmly center stage in this evocative portrait of artistic life in the Paris of the 1920s.",
Elif Batuman,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,"Help Wanted is like a great nineteenth-century novel about now, at once an effervescent workplace comedy and a profoundly human exploration of the psychic toll exacted by the labor market. The characters are so richly drawn—so full, under all their defenses, of the desire to be loved—that even the annoying ones will win your heart. Adelle Waldman is a master.",
Joshua Ferris,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,"In Help Wanted, the tragic heroes of the gig economy, full of dreams and sob stories and what-if scenarios, concoct a plot to better their lives. Yet even as frustrations mount and their plot goes sideways, hope never dies. Adelle Waldman delivers both a brilliant diagnosis and a moving account of retail workers hidden in plain sight all around us, whose full humanity has never been so richly displayed or touchingly rendered.",
Keith Gessen,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,"A serious moral inquiry into the lives of a group of people who work in a big-box store, Help Wanted is a novel about work, about the retail industry in the age of Amazon, and about the effects of late capitalism on human relations. It is also hard to put down.",
Michelle Orange,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,What a gorgeous and ingenious and heartfelt work Help Wanted is!,
Gary Shteyngart,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,I can’t think of a book more necessary. Adelle Waldman takes us into the universe of American labor with generosity and compassion. It has been a while since workers have been portrayed through the lens of a novelist with such insight and attention to the details of service industry life. Simply enthralling.,
Richard Russo,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,"Help Wanted isn’t just smart and funny and wise. It’s also important—vital, really—to our understanding of how and why the American dream is becoming increasingly inaccessible to working class Americans, even as that long-shot dream stubbornly refuses to die.",
Charles Bock,,Recommender,Blurb,Help Wanted,Adelle Waldman,OL37578659W,,,,,"Help Wanted is a marvelous novel. We get to eavesdrop and follow and enjoy the misadventures of the motley cast working the four in the morning shift (unloading trucks at a big box store, a place none of these workers can afford). On one level this is about economics and gentrification; on another level it is about people struggling to keep themselves from drowning; meanwhile there are hijinks so funny you blow your tea out of your nose; there’s a perfectly absurd plot straight out of Catch-22. We want everyone to get that lifesaving promotion. The worst thing about this novel is that I finished it and can’t ever read it again for the first time. But now it is part of my life. I am thankful to Adelle Waldman for being brave and talented and bighearted enough to have created this gift.",
Michelle Goldberg,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,Adelle Waldman’s Journey From Brooklyn Literati to a Big Box Store,https://www.nytimes.com/2024/03/04/opinion/adelle-waldman-help-wanted.html,,3/4/2024
Emily Gould,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,Adelle Waldman Takes the Early Shift,https://www.thecut.com/article/adelle-waldman-help-wanted-interview.html,,2/29/2024
Alexandra Chang,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,High-Stakes Capers Starring Low-Wage Workers,https://www.nytimes.com/2024/02/27/books/review/green-dot-madeleine-gray-help-wanted-adelle-waldman.html,,2/27/2024
Katy Waldman,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,A Novelist of Privileged Youth Finds a New Subject,https://www.newyorker.com/books/under-review/a-novelist-of-privileged-youth-finds-a-new-subject,,3/6/2024
Kevin Power,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,Help Wanted by Adelle Waldman review – acid comedy of precarity,https://www.theguardian.com/books/2024/mar/13/help-wanted-by-adelle-waldman-review-acid-comedy-of-precarity,,3/13/2024
Jordan Kisner,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,A Big-Box-Store Allegory,https://www.theatlantic.com/magazine/archive/2024/03/help-wanted-book-review-adelle-waldman/677176/,,2/9/2024
Maureen Corrigan,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,Big-box store workers find themselves shut out of the American Dream in 'Help Wanted',https://www.npr.org/2024/03/13/1238010097/adelle-waldman-help-wanted-book-review,,3/13/2024
Sam Sacks,,Selector,Review,Help Wanted,Adelle Waldman,OL37578659W,,,,https://www.wsj.com/arts-culture/books/fiction-gabriel-garcia-marquezs-final-novel-until-august-1fb17877,,3/6/2024
Bethanne Patrick,,Selector,Review,Help Wanted,Adelle Waldman,OL37578659W,,,10 books to add to your reading list in March,https://www.latimes.com/entertainment-arts/books/story/2024-03-01/books-to-read-march-2024-reading-list-spring,,3/1/2024
Shannon Carlin,,Selector,Review,Help Wanted,Adelle Waldman,OL37578659W,,,Here Are the 13 Books You Should Read in March,https://time.com/6835426/best-new-books-march-2024/,,2/29/2024
Taylor Antrim,,Selector,Review,Help Wanted,Adelle Waldman,OL37578659W,,,The Best Books of 2024 So Far,https://www.vogue.com/article/best-books-2024,,5/3/2024
Tom Socca,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,Labor Pains,https://airmail.news/issues/2024-3-9/labor-pains,,3/9/2024
James Graff,,Commentator,Review,Help Wanted,Adelle Waldman,OL37578659W,,,,https://www.thenationalbookreview.com/features/2024/3/3/review-low-wage-retail-workers-finally-get-the-vivid-novel-they-deserve,,
Kate Bolick,,Recommender,Blurb,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Alexander Nemerov,,Recommender,Blurb,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Deborah Solomon,,Recommender,Blurb,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Blake Gopnik,,Recommender,Blurb,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Walker Mimms,,Commentator,Review,The Slip,Prudence Peiffer,OL31098976W,,,"At New York’s Coenties Slip, an Artist Colony and a ‘Rebellion’",https://www.nytimes.com/2023/07/27/books/review/the-slip-prudence-peiffer.html,,7/23/2023
Jackson Arn,,Commentator,Review,The Slip,Prudence Peiffer,OL31098976W,,,The Ramshackle Street That Shaped a Generation of Artists,https://www.newyorker.com/magazine/2023/08/14/the-slip-the-new-york-city-street-that-changed-american-art-forever-prudence-peiffer-book-review,,8/7/2023
Hamilton Cain,,Commentator,Review,The Slip,Prudence Peiffer,OL31098976W,,,A Group Biography of Dockside Artists,https://wsj.com/articles/the-slip-review-dockside-visionaries-574a78d7,,7/28/2023
Jenni Sorkin,,Commentator,Review,The Slip,Prudence Peiffer,OL31098976W,,,Love on the Docks,https://www.artforum.com/columns/how-a-forgotten-new-york-street-made-art-history-252954/,,8/30/2023
Tausif Noor,,Commentator,Review,The Slip,Prudence Peiffer,OL31098976W,,,How the New York Waterfront Shaped American Modernism,https://www.thenation.com/article/culture/the-slip-prudence-peiffer-review/,,11/6/2023
Hannah Marriott,,Commentator,Review,The Slip,Prudence Peiffer,OL31098976W,,,Remembering The Slip,https://www.theguardian.com/books/2023/aug/01/the-slip-new-york-agnes-martin-ellsworth-kelly,,8/1/2023
Keziah Weir,,Selector,Review,The Slip,Prudence Peiffer,OL31098976W,,,The 20 Best Books To Read In 2023,https://www.vanityfair.com/style/photos/our-20-favorite-books-of-2023,,12/12/2023
John Merriman,,Recommender,Blurb,In The Forest of No Joy,JP Daughton,OL25765290W,,,,,,
Marcus Rediker,,Recommender,Blurb,In The Forest of No Joy,JP Daughton,OL25765290W,,,,,,
Aminatta Forna,,Recommender,Blurb,In The Forest of No Joy,JP Daughton,OL25765290W,,,,,,
Edward Berenson,,Recommender,Blurb,In The Forest of No Joy,JP Daughton,OL25765290W,,,,,,
Adam Hochschild,,Recommender,Blurb,In The Forest of No Joy,JP Daughton,OL25765290W,,,,,,
Tunku Varadarajan,,Commentator,Review,In The Forest of No Joy,JP Daughton,OL25765290W,,,Blood on the Tracks,https://www.wsj.com/articles/in-the-forest-of-no-joy-review-blood-on-the-tracks-africa-11628258836,,8/6/2021
Nicolas van de Walle,,Commentator,Review,In The Forest of No Joy,JP Daughton,OL25765290W,,,In The Forest of No Joy,https://www.foreignaffairs.com/reviews/capsule-review/2021-04-20/forest-no-joy-congo-ocean-railroad-and-tragedy-french-colonialism,,4/20/2021
Friedrich N. Ammermann,,Commentator,Review,In The Forest of No Joy,JP Daughton,OL25765290W,,,In The Forest of No Joy,https://muse.jhu.edu/article/868070,,11/1/2021
Thomas McClung,,Commentator,Review,In The Forest of No Joy,JP Daughton,OL25765290W,,,In The Forest of No Joy,https://www.nyjournalofbooks.com/book-review/forest-no-joy-congo,,7/20/2021
Roxanne Panchasi,,Interviewer,Interviewer,In The Forest of No Joy,JP Daughton,OL25765290W,,,In The Forest of No Joy,https://newbooksnetwork.com/in-the-forest-of-no-joy,,6/13/2023
Gordon Pirie,,Commentator,Review,In The Forest of No Joy,JP Daughton,OL25765290W,,,In The Forest of No Joy,https://journals.sagepub.com/doi/10.1177/00225266221112854?icid=int.sj-abstract.similar-articles.9,,7/12/2022
Adam Hochschild,,Commentator,Review,In The Forest of No Joy,JP Daughton,OL25765290W,,,The Cruelties of Empire,https://www.nybooks.com/articles/2022/11/24/the-cruelties-of-empire-legacy-of-violence/,,11/4/2022
Elias Altman,MMQ,Agent,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Gail Winston,Harper,Editor,Acquiring Editor,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Emily Graff,Harper,Editor,Editor,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Hayley Salmon,Harper,Editor,Assistant Editing,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Ezra Kupor,Harper,Editor,Assitant Editing,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Bonni Leon-Berman,Harper,Art & Design,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Milan Bozic,Harper,Art & Design,Jacket design,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
John McGhee,,Editor,Copyeditor,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
